id,target
000bf832cae9ff1,0.054896202
000c74cc71a1140,0.19865687
000f5f9851161d3,0.06863712
000f7499e95aba6,0.20560545
00133ce6ec257f9,0.058629185
0014926d972f4f5,0.04315282
0014e523a391acf,0.2753864
0015d7e2d516140,0.066573076
001891be58f53d4,0.092392415
001bb1d7a769e7c,0.08151746
001bbef94e70824,0.06757906
0021c680a8d59e9,0.62325305
0022e30fd1ebe55,0.045054212
00253c0f136e834,0.07473839
00254afb7e880dc,0.0712566
0025ed1285820e7,0.24643478
0026e4e93a2b4fe,0.10216086
0029a34b563d964,0.08193365
002a40e35cb4963,0.14945184
002a62a9b6d192c,0.07651653
002b9aecde40ab0,0.083189175
002b9bc62409279,0.08859185
002c8276e93da37,0.6964099
002ff8e930177de,0.4728716
00314d4632fe872,0.91016287
00317106f0d7fbd,0.07931652
0032149f874e62d,0.0734435
003240ddd6178fd,0.12846604
00325ca34e63626,0.08527517
0033557bf4fe56a,0.22813848
003413d1a8d077e,0.06878854
0036dda5186a1bc,0.079576254
003d8b8446088f3,0.07556562
003f09c38b26c42,0.066817045
0040bb451274bb2,0.8808964
0040c0c4d81e49a,0.012060324
004322758602488,0.051464282
00446eff14fbbd8,0.06146558
004592bc2778a95,0.0747183
004740044e941a0,0.950806
0047fc1584f170d,0.066977635
0048eba7107927e,0.09765969
004b722eb2ba835,0.041375943
004d1e194398974,0.0132618025
004d5f4e9521db6,0.084389575
004e25537986ac4,0.07576151
004f442182fff78,0.08263905
005271243f7c898,0.06224338
00535a55fe98987,0.124231175
0053fdcb72c344b,0.1234261
00552c1f1d86a9a,0.08467448
0055d69940545dc,0.10874839
0056c8073708b20,0.05505369
005b1167b329950,0.80429536
005b37fbd01f73b,0.6224851
005c4df6fa41056,0.07145649
005d0ff164f2915,0.07061918
005e415ae551799,0.08999096
005e897502b26f5,0.03211709
005ecf53820e43a,0.9307498
005ef092e54e078,0.07725023
005fab671f50a1c,0.041660685
006316a2f05abe0,0.11752622
00651188447ed04,0.055792768
006898e53c9aa8d,0.07162984
0068b35697d2a92,0.054168522
006ae0147f32e31,0.16653389
006c5e411276ce2,0.05070246
006e25bf40d5ccd,0.61315686
006eb89d02f12a4,0.14825298
006f093cbe14961,0.41264805
006fa6aa2e919fc,0.08158334
00725210b735603,0.09007196
00755724c13fc0e,0.10211513
00763a406348dcf,0.73938334
0076d2eafa09de4,0.89799976
0078517a59a3cdb,0.08441588
007a3e1eb788310,0.074984014
007bf72d860e3c1,0.42602476
007e50ffe9e9499,0.09516998
007faa1ee0970ae,0.098570086
00829a9f070cedc,0.30808496
00837447af491ea,0.923429
00839672bb1f293,0.06989037
00844b07371b7a8,0.73899853
0085add05816486,0.073104076
00875bd9e4b440f,0.07252735
00914df5426ec41,0.07813429
00918b7ed237ee6,0.0804658
00968af3e3d4d88,0.06682018
0096f098e4a7859,0.06831567
009929e746d74da,0.043585442
0099662c394e3b3,0.22545794
009cc1b9e8b4439,0.096572146
009d9146cd229c1,0.8467153
009dc4627b81687,0.08552576
009e8be12bc19b0,0.79202616
009f1005ca5f9df,0.039578564
009f332e4dbdc56,0.043215986
00a8d2538f120ae,0.65108204
00a9da79c5d25c8,0.08371294
00aaba868e96c0b,0.73318577
00ac200fca385d0,0.089546904
00ac8dfbe96930c,0.10521194
00afa7d72e5fc0c,0.60639167
00b7d2259828c00,0.04928757
00b8c818c79735c,0.07485154
00bab9c25ece211,0.08294175
00bb353964cf89d,0.08806494
00bc20b0c93d9a7,0.0799454
00bc77d80230235,0.79712826
00c02deddad45c2,0.7907961
00c0a3fb05774a1,0.1478956
00c5f6b8c06ce6b,0.2963691
00c8490baee2ee1,0.0860467
