id,target
000bf832cae9ff1,0.05311189
000c74cc71a1140,0.24020371
000f5f9851161d3,0.05969038
000f7499e95aba6,0.24522775
00133ce6ec257f9,0.05464463
0014926d972f4f5,0.043496054
0014e523a391acf,0.07324683
0015d7e2d516140,0.05200656
001891be58f53d4,0.10365239
001bb1d7a769e7c,0.08644623
001bbef94e70824,0.06967053
0021c680a8d59e9,0.6822895
0022e30fd1ebe55,0.04441298
00253c0f136e834,0.07751384
00254afb7e880dc,0.086666316
0025ed1285820e7,0.3360012
0026e4e93a2b4fe,0.09755933
0029a34b563d964,0.08213074
002a40e35cb4963,0.20888382
002a62a9b6d192c,0.07248931
002b9aecde40ab0,0.22008234
002b9bc62409279,0.069513574
002c8276e93da37,0.8348791
002ff8e930177de,0.58531785
00314d4632fe872,0.82540953
00317106f0d7fbd,0.06449206
0032149f874e62d,0.07939097
003240ddd6178fd,0.080782086
00325ca34e63626,0.08134055
0033557bf4fe56a,0.31258923
003413d1a8d077e,0.10752408
0036dda5186a1bc,0.077431746
003d8b8446088f3,0.09528828
003f09c38b26c42,0.06289225
0040bb451274bb2,0.830001
0040c0c4d81e49a,0.004668264
004322758602488,0.04423578
00446eff14fbbd8,0.06136667
004592bc2778a95,0.07136327
004740044e941a0,0.9242252
0047fc1584f170d,0.0687384
0048eba7107927e,0.13106562
004b722eb2ba835,0.035518855
004d1e194398974,0.0031194016
004d5f4e9521db6,0.07677632
004e25537986ac4,0.07008114
004f442182fff78,0.084695384
005271243f7c898,0.06747371
00535a55fe98987,0.08448507
0053fdcb72c344b,0.09681625
00552c1f1d86a9a,0.10820834
0055d69940545dc,0.14383937
0056c8073708b20,0.046029136
005b1167b329950,0.7475668
005b37fbd01f73b,0.71770114
005c4df6fa41056,0.08105439
005d0ff164f2915,0.08036605
005e415ae551799,0.075022206
005e897502b26f5,0.028211057
005ecf53820e43a,0.9241619
005ef092e54e078,0.08292636
005fab671f50a1c,0.03777463
006316a2f05abe0,0.07804151
00651188447ed04,0.04983147
006898e53c9aa8d,0.055539142
0068b35697d2a92,0.05245824
006ae0147f32e31,0.2016015
006c5e411276ce2,0.058798663
006e25bf40d5ccd,0.651703
006eb89d02f12a4,0.17074066
006f093cbe14961,0.5286527
006fa6aa2e919fc,0.08461708
00725210b735603,0.09326201
00755724c13fc0e,0.11115274
00763a406348dcf,0.77494395
0076d2eafa09de4,0.82283604
0078517a59a3cdb,0.10456514
007a3e1eb788310,0.07669871
007bf72d860e3c1,0.35343644
007e50ffe9e9499,0.113983974
007faa1ee0970ae,0.1002685
00829a9f070cedc,0.09824374
00837447af491ea,0.8916526
00839672bb1f293,0.07302965
00844b07371b7a8,0.87321806
0085add05816486,0.068688095
00875bd9e4b440f,0.07439762
00914df5426ec41,0.07861915
00918b7ed237ee6,0.08422583
00968af3e3d4d88,0.079282895
0096f098e4a7859,0.059991818
009929e746d74da,0.03588552
0099662c394e3b3,0.12708811
009cc1b9e8b4439,0.118634894
009d9146cd229c1,0.8182738
009dc4627b81687,0.07456871
009e8be12bc19b0,0.5694901
009f1005ca5f9df,0.03290948
009f332e4dbdc56,0.11001382
00a8d2538f120ae,0.6402988
00a9da79c5d25c8,0.085908055
00aaba868e96c0b,0.8254645
00ac200fca385d0,0.0812484
00ac8dfbe96930c,0.09005902
00afa7d72e5fc0c,0.72224736
00b7d2259828c00,0.04254987
00b8c818c79735c,0.07643662
00bab9c25ece211,0.10950747
00bb353964cf89d,0.07088937
00bc20b0c93d9a7,0.07539824
00bc77d80230235,0.74985063
00c02deddad45c2,0.69988614
00c0a3fb05774a1,0.09950182
00c5f6b8c06ce6b,0.4986868
00c8490baee2ee1,0.07590072
00cc0d20ae4e03b,0.06205669
00cef221d85646d,0.059197623
00d45e3b9067261,0.107461765
00d6f16f8d2e041,0.7642583
00d740221344219,0.17688707
00d740bb89c8e9a,0.0923034
00d7e7401d96873,0.06724546
00d9de95f03c93a,0.040828407
00d9dfc6a3734ff,0.13356996
00dbbde4ea3586a,0.047957897
00dc1db87ad101f,0.081822395
00dc22cf14a908e,0.08763312
00e42bcc5780854,0.25376648
00e46ee58140648,0.09584475
00e5457e0e3fbcb,0.93164814
00e6cd4757a7d51,0.7698574
00e8043beae0254,0.83675516
00e83a0cd0dd43b,0.09232643
00e8e6d83b9a09d,0.071473114
00ee020b7502c01,0.12208677
00ee8f8c73c6f3f,0.052257642
00f75589c203627,0.017041368
00f8584aa55a0ba,0.25230563
00fadba0fa46fdc,0.07858265
00fce3d8512a0f0,0.75508636
00fd31bc2ae5880,0.076986015
00ff7f8d03e1117,0.05262029
00ff9e7332c2ede,0.09784288
01005ad268ba417,0.062382873
0100a97fe54d3cb,0.10689936
0101875cc9bd555,0.8303808
01049b1e53493e1,0.053974807
0104a0c1ef69201,0.076502204
0104e7f7a71a540,0.027827261
010514bc3cb20c4,0.08768839
0105eb2a545fc83,0.8674612
010635daf9d022e,0.7828826
01069a0cfdcb37b,0.085095644
0106d34d1ecbefb,0.018402986
010ae30a4747e3a,0.29202923
010c74f84d27155,0.0836738
01112200e8c8388,0.09693147
0117fc325ceb62c,0.82097197
01194fc08920bd6,0.05039984
011cac8258ba975,0.66133046
011e8597ae68ba7,0.0682731
011ea7d1bc83acb,0.044714753
011fe26d48fcb77,0.102311395
01201fc38c67f8b,0.07890261
0121106d490a45d,0.048406743
012186303c6ac57,0.07672577
0121c2c599d0079,0.075359836
012293c3625b269,0.072575346
0123711b6e74bdf,0.09812485
0125c559545f119,0.07939882
012913056a1e636,0.8237515
0129788c483fed5,0.09793289
012bec78bdba901,0.13249913
