id,target
000bf832cae9ff1,0.05564974
000c74cc71a1140,0.3158455
000f5f9851161d3,0.049250748
000f7499e95aba6,0.11438765
00133ce6ec257f9,0.04418493
0014926d972f4f5,0.06318418
0014e523a391acf,0.037549455
0015d7e2d516140,0.016860422
001891be58f53d4,0.08396618
001bb1d7a769e7c,0.07629199
001bbef94e70824,0.06332161
0021c680a8d59e9,0.45747966
0022e30fd1ebe55,0.03945797
00253c0f136e834,0.08546875
00254afb7e880dc,0.055981863
0025ed1285820e7,0.40450782
0026e4e93a2b4fe,0.084565625
0029a34b563d964,0.043738
002a40e35cb4963,0.14807431
002a62a9b6d192c,0.052677177
002b9aecde40ab0,0.07684307
002b9bc62409279,0.058142602
002c8276e93da37,0.9977379
002ff8e930177de,0.98690593
00314d4632fe872,0.99979484
00317106f0d7fbd,0.045114875
0032149f874e62d,0.05189546
003240ddd6178fd,0.07323066
00325ca34e63626,0.11768933
0033557bf4fe56a,0.22666487
003413d1a8d077e,0.062305413
0036dda5186a1bc,0.07616276
003d8b8446088f3,0.06987194
003f09c38b26c42,0.05061216
0040bb451274bb2,0.99935466
0040c0c4d81e49a,0.019141754
004322758602488,0.027503887
00446eff14fbbd8,0.03417285
004592bc2778a95,0.08718149
004740044e941a0,0.99983776
0047fc1584f170d,0.045045383
0048eba7107927e,0.08398918
004b722eb2ba835,0.016443424
004d1e194398974,0.0006835389
004d5f4e9521db6,0.07031326
004e25537986ac4,0.061453372
004f442182fff78,0.068009414
005271243f7c898,0.04858592
00535a55fe98987,0.23773389
0053fdcb72c344b,0.06330556
00552c1f1d86a9a,0.08967516
0055d69940545dc,0.10891305
0056c8073708b20,0.04733614
005b1167b329950,0.99196464
005b37fbd01f73b,0.99994814
005c4df6fa41056,0.061557956
005d0ff164f2915,0.050247837
005e415ae551799,0.0754095
005e897502b26f5,0.022263998
005ecf53820e43a,0.9999545
005ef092e54e078,0.142745
005fab671f50a1c,0.025771493
006316a2f05abe0,0.07221944
00651188447ed04,0.02423404
006898e53c9aa8d,0.047751497
0068b35697d2a92,0.041948907
006ae0147f32e31,0.57423633
006c5e411276ce2,0.051611822
006e25bf40d5ccd,0.95646465
006eb89d02f12a4,0.06063054
006f093cbe14961,0.98574543
006fa6aa2e919fc,0.08561238
00725210b735603,0.12357132
00755724c13fc0e,0.08536491
00763a406348dcf,0.9999563
0076d2eafa09de4,0.999994
0078517a59a3cdb,0.08765136
007a3e1eb788310,0.08292724
007bf72d860e3c1,0.9950458
007e50ffe9e9499,0.122977495
007faa1ee0970ae,0.06135689
00829a9f070cedc,0.059295695
00837447af491ea,0.9994668
00839672bb1f293,0.04572194
00844b07371b7a8,0.999405
0085add05816486,0.057160895
00875bd9e4b440f,0.053317428
00914df5426ec41,0.070457876
00918b7ed237ee6,0.0823754
00968af3e3d4d88,0.059712656
0096f098e4a7859,0.093317136
009929e746d74da,0.018454367
0099662c394e3b3,0.48327684
009cc1b9e8b4439,0.092520095
009d9146cd229c1,0.9964899
009dc4627b81687,0.064351335
009e8be12bc19b0,0.4580078
009f1005ca5f9df,0.02257627
009f332e4dbdc56,0.027776595
00a8d2538f120ae,0.8031025
