id,target
000bf832cae9ff1,0.07107696
000c74cc71a1140,0.32799426
000f5f9851161d3,0.068473026
000f7499e95aba6,0.12267427
00133ce6ec257f9,0.0731785
0014926d972f4f5,0.05868461
0014e523a391acf,0.06961378
0015d7e2d516140,0.05634231
001891be58f53d4,0.1298133
001bb1d7a769e7c,0.101225585
001bbef94e70824,0.06915007
0021c680a8d59e9,0.59421515
0022e30fd1ebe55,0.061107583
00253c0f136e834,0.082882926
00254afb7e880dc,0.067964494
0025ed1285820e7,0.15781567
0026e4e93a2b4fe,0.07897806
0029a34b563d964,0.07127924
002a40e35cb4963,0.07459309
002a62a9b6d192c,0.07795649
002b9aecde40ab0,0.08063681
002b9bc62409279,0.07634735
002c8276e93da37,0.68348503
002ff8e930177de,0.44447067
00314d4632fe872,0.76015437
00317106f0d7fbd,0.07462621
0032149f874e62d,0.07262191
003240ddd6178fd,0.08341412
00325ca34e63626,0.09868334
0033557bf4fe56a,0.2222655
003413d1a8d077e,0.067617826
0036dda5186a1bc,0.07611253
003d8b8446088f3,0.07172008
003f09c38b26c42,0.06308315
0040bb451274bb2,0.7397364
0040c0c4d81e49a,0.027429327
004322758602488,0.054822885
00446eff14fbbd8,0.059840396
004592bc2778a95,0.076269954
004740044e941a0,0.7536712
0047fc1584f170d,0.07295424
0048eba7107927e,0.09607599
004b722eb2ba835,0.042538665
004d1e194398974,0.02829472
004d5f4e9521db6,0.075119674
004e25537986ac4,0.07054121
004f442182fff78,0.07997017
005271243f7c898,0.07293659
00535a55fe98987,0.087231316
0053fdcb72c344b,0.08065521
00552c1f1d86a9a,0.091203295
0055d69940545dc,0.08182666
0056c8073708b20,0.08955847
005b1167b329950,0.64634156
005b37fbd01f73b,0.6397364
005c4df6fa41056,0.07077663
005d0ff164f2915,0.071144514
005e415ae551799,0.09125572
005e897502b26f5,0.05090837
005ecf53820e43a,0.76305395
005ef092e54e078,0.16137838
005fab671f50a1c,0.049433686
006316a2f05abe0,0.08445418
00651188447ed04,0.07592557
006898e53c9aa8d,0.09878312
0068b35697d2a92,0.06475477
006ae0147f32e31,0.11699885
006c5e411276ce2,0.050047696
006e25bf40d5ccd,0.51621944
006eb89d02f12a4,0.094184086
006f093cbe14961,0.25504124
006fa6aa2e919fc,0.08694027
00725210b735603,0.13066901
00755724c13fc0e,0.12953001
00763a406348dcf,0.687243
0076d2eafa09de4,0.7429037
0078517a59a3cdb,0.09171367
007a3e1eb788310,0.083918095
007bf72d860e3c1,0.4538911
007e50ffe9e9499,0.09140389
007faa1ee0970ae,0.098510146
00829a9f070cedc,0.09797753
00837447af491ea,0.75296247
00839672bb1f293,0.06733243
00844b07371b7a8,0.61544865
0085add05816486,0.08085704
00875bd9e4b440f,0.072440475
00914df5426ec41,0.07756876
00918b7ed237ee6,0.08998168
00968af3e3d4d88,0.07756258
0096f098e4a7859,0.12430291
009929e746d74da,0.053607285
0099662c394e3b3,0.09878075
009cc1b9e8b4439,0.10038666
009d9146cd229c1,0.7184339
009dc4627b81687,0.08848691
009e8be12bc19b0,0.37638474
009f1005ca5f9df,0.057980973
009f332e4dbdc56,0.043286137
00a8d2538f120ae,0.53131247
00a9da79c5d25c8,0.08333358
00aaba868e96c0b,0.6760495
00ac200fca385d0,0.072083555
00ac8dfbe96930c,0.09079806
00afa7d72e5fc0c,0.48413032
00b7d2259828c00,0.06616409
00b8c818c79735c,0.07814407
00bab9c25ece211,0.09015626
00bb353964cf89d,0.09282215
00bc20b0c93d9a7,0.08272363
00bc77d80230235,0.6462306
00c02deddad45c2,0.6873832
00c0a3fb05774a1,0.09065721
00c5f6b8c06ce6b,0.5460329
00c8490baee2ee1,0.07506166
00cc0d20ae4e03b,0.06336596
00cef221d85646d,0.07125633
00d45e3b9067261,0.08973089
00d6f16f8d2e041,0.68798727
00d740221344219,0.29187986
00d740bb89c8e9a,0.07416083
00d7e7401d96873,0.07378618
00d9de95f03c93a,0.056193896
00d9dfc6a3734ff,0.12799604
00dbbde4ea3586a,0.06619627
00dc1db87ad101f,0.084221944
00dc22cf14a908e,0.08147593
00e42bcc5780854,0.34030887
00e46ee58140648,0.08601759
00e5457e0e3fbcb,0.7666304
00e6cd4757a7d51,0.7452511
00e8043beae0254,0.7470008
00e83a0cd0dd43b,0.076131165
00e8e6d83b9a09d,0.07565545
00ee020b7502c01,0.09593822
00ee8f8c73c6f3f,0.057132766
00f75589c203627,0.03395594
00f8584aa55a0ba,0.081173696
00fadba0fa46fdc,0.08505727
00fce3d8512a0f0,0.6293276
00fd31bc2ae5880,0.076867655
00ff7f8d03e1117,0.06265078
00ff9e7332c2ede,0.09098249
01005ad268ba417,0.06604727
0100a97fe54d3cb,0.094871104
0101875cc9bd555,0.6529458
01049b1e53493e1,0.084509596
0104a0c1ef69201,0.090956286
0104e7f7a71a540,0.043795496
010514bc3cb20c4,0.07543515
0105eb2a545fc83,0.7458773
010635daf9d022e,0.69928527
01069a0cfdcb37b,0.08149593
0106d34d1ecbefb,0.037345037
010ae30a4747e3a,0.1334647
010c74f84d27155,0.081523485
01112200e8c8388,0.0803251
0117fc325ceb62c,0.72201943
01194fc08920bd6,0.061214678
011cac8258ba975,0.5944091
011e8597ae68ba7,0.07377805
011ea7d1bc83acb,0.06863205
011fe26d48fcb77,0.10108863
01201fc38c67f8b,0.075852044
0121106d490a45d,0.056782886
012186303c6ac57,0.07217945
0121c2c599d0079,0.07514539
012293c3625b269,0.068777755
0123711b6e74bdf,0.09676919
0125c559545f119,0.08073895
012913056a1e636,0.67745924
0129788c483fed5,0.12366849
012bec78bdba901,0.08488761
012db914bdc2b61,0.64074636
012fb1f92fb6399,0.39401916
01303d1db60bdd2,0.0851322
01343438a7b0eec,0.33999473
01375bc99a16b27,0.037698537
013a6ba7d0f7720,0.050584182
013a82dfdce6ed2,0.06819961
013a9dd2e7705c0,0.10935672
013b22612f4ab57,0.06279375
013c44638a4f00a,0.7631438
013c7d0572053b8,0.074252054
013e894bba5540b,0.42311913
01413b9bb03409f,0.6752487
0142256221c634d,0.07409487
0143f7f72c7b69f,0.077494614
0146120f9c854b7,0.065141514
0147d7ce913fbc0,0.06694903
0148f51fb2b8fb7,0.09440553
014a8e41237b42e,0.07843822
014b4e029b2c994,0.06461135
014d8af92036749,0.7018621
014da31a62bbc44,0.07177579
014f66dc5692f54,0.072305374
01515c48b1aed5f,0.55630296
01552658815b8c5,0.090216815
01579e2d41d137c,0.062352028
015cc564c196c57,0.12065174
015d4386b7af107,0.07579458
015df046433ede9,0.07576002
015ecceb96bda26,0.06745419
015f6fbf057f8ef,0.06451534
016031954d26309,0.11524288
0163eda054cf17e,0.08245764
01665dd69f6e874,0.65390474
0166d7ef763447b,0.6528635
016b3078f0faa66,0.08553637
016c1184db6bcb3,0.08908687
016e14737fcb24e,0.06424886
016e8381d2a2670,0.7218117
0170a6b6f44e167,0.07287011
0170ca22392ffd5,0.08260751
01745682b307973,0.0649049
0178f3858ecb341,0.56062365
017cdeb3e599c09,0.088934
017e2298a1db23d,0.073168896
017e7058e4140f7,0.05308997
017fe1821051b5e,0.08841486
0181c22e89812f2,0.078941055
0181edeedd89151,0.086773686
018288bb774ccc8,0.08753249
018342a42489f2a,0.10014599
0187e123ff60df7,0.41377875
018a9354697b16a,0.27050585
018ddcdd2a258f5,0.08200678
018ded3ec08c637,0.07776463
018ea36687a9d27,0.05749269
019175295f75c0d,0.07964244
0193659b805cc03,0.07594699
01938b548efbae6,0.08953251
0196643df7adaa1,0.076023936
019a6a7f00d8cc1,0.07086199
019e3a0ea7332ef,0.112477764
01a05d794a81e48,0.08524788
01a0c72090ccd41,0.05222575
01a45a5a951fa10,0.6426099
01a54adfdcd7382,0.0883166
01a5ca3088d67f6,0.06673392
01a603ffb3f53e0,0.060628943
01a68a0d3eb9dc2,0.0694468
01a96d836474db1,0.20996347
01aa887409922d2,0.09731424
01af514515d80b5,0.06691736
01b152193ba798b,0.52056646
01b18a05c06aa8a,0.4387829
01b1cbda421f414,0.7111848
01b2b4f99d6eae2,0.067560494
01b2b50c0274725,0.051280547
01b4c4c9efc93e8,0.085547425
01b50a0ad25fc54,0.056649663
01b5b67775e0fd9,0.028720044
01b61c677c6734e,0.06835413
01b9a6b828fa4ab,0.10928073
01b9b751da7066d,0.07761833
01bb4ee7366c8a2,0.6050227
01bd3df298c9ef9,0.29578483
01bd6e743a70bf5,0.091917664
01be0ef239286db,0.7395496
01be3708582d4b7,0.12639429
01c02813a10df1f,0.19505815
01c0cb4da96a165,0.03996982
01c107ac2836a7c,0.08620016
01c1a244ed83bd5,0.07970895
01c2c5626aa157b,0.5488073
01c33022dec7694,0.054936044
01c84b428b045e3,0.12838492
01cccc43bf6c275,0.70423454
01ccfa8a5881551,0.240402
01cdbfacd5831fe,0.08899992
01d22c4bd65d74d,0.10078323
01d4370ee7c2f22,0.07612791
01d5572e733d1f9,0.54981875
01d947a18192e9b,0.07296382
01d9723d88e4172,0.065039024
01dba6222c14320,0.048318844
01dc3cf72668425,0.044881977
01dcd3a98384f43,0.06809134
01dd54bdb9977dc,0.08484503
01deb435768251c,0.07552424
01df8dcf90c0d12,0.07687386
01dffb0703260e3,0.07982746
01e25e47f657aac,0.15739627
01e382cb289c6b0,0.50184107
01e3a88280043e2,0.05874355
01e4255586a2d2e,0.07323491
01e4e6180cfdc98,0.08035878
01ebbc917864662,0.07083269
01ee5568435941f,0.13689351
01f0b0f601dc025,0.08925724
01f1834cb2c9773,0.43776804
01f1ebbdbb40d1f,0.09413689
01f40e200919c1b,0.040376488
01f4673a975afaa,0.07348177
01f69f412a38a97,0.069018096
01f7d77c7c7d61e,0.07630682
01f8c4a9c45f344,0.07808462
01f8dee26b96467,0.08293053
01f96224388c616,0.082979485
01fb34510df4e94,0.11677112
01fc8248d9b5f5e,0.07747391
01fdb89bad7938c,0.08518436
01fdf6bcd02a6c3,0.718557
01ff48acd63634a,0.7210861
0200e3e8b512e27,0.08431421
020287a2858b83c,0.03363551
0202bc82cccac02,0.08425448
020523a3bc545a5,0.07553242
0206ab6118e952d,0.04513634
0208cd010ec9d5e,0.08022719
020aa005903770f,0.07527469
020bf34f68d0271,0.06904668
020e8f9f1658b2e,0.44315377
02138a0c4afb1fb,0.065660544
02147bf5674c0ab,0.06609123
0217b255477b921,0.08781444
