id,target,file_path,fold,preds
0015567a64de3a3,0,./input/seti-breakthrough-listen/train/0/0015567a64de3a3.npy,3,0.05839742
0018883e0f370a9,0,./input/seti-breakthrough-listen/train/0/0018883e0f370a9.npy,3,0.024872115
0021fc57e231440,0,./input/seti-breakthrough-listen/train/0/0021fc57e231440.npy,3,0.037017055
00267e268138d7f,0,./input/seti-breakthrough-listen/train/0/00267e268138d7f.npy,3,0.015129754
002a11be93c166f,0,./input/seti-breakthrough-listen/train/0/002a11be93c166f.npy,3,0.025805684
002cb9721fe2fea,0,./input/seti-breakthrough-listen/train/0/002cb9721fe2fea.npy,3,0.036337607
002f2f64b95fc23,0,./input/seti-breakthrough-listen/train/0/002f2f64b95fc23.npy,3,0.0028815249
002f57e5f0343a1,0,./input/seti-breakthrough-listen/train/0/002f57e5f0343a1.npy,3,0.013936975
0033c295a8599d4,0,./input/seti-breakthrough-listen/train/0/0033c295a8599d4.npy,3,0.0003612367
003459dcbe3a917,0,./input/seti-breakthrough-listen/train/0/003459dcbe3a917.npy,3,0.0012662676
0037afbf377acde,0,./input/seti-breakthrough-listen/train/0/0037afbf377acde.npy,3,0.025487708
0041864cb6498c8,0,./input/seti-breakthrough-listen/train/0/0041864cb6498c8.npy,3,0.026661947
004664572ae4f65,0,./input/seti-breakthrough-listen/train/0/004664572ae4f65.npy,3,0.05728026
00479070e3c60bc,0,./input/seti-breakthrough-listen/train/0/00479070e3c60bc.npy,3,0.040621035
0063ce264190ca8,0,./input/seti-breakthrough-listen/train/0/0063ce264190ca8.npy,3,0.004071441
006420786a6a249,0,./input/seti-breakthrough-listen/train/0/006420786a6a249.npy,3,0.024769986
0065bc7ba9b1a42,0,./input/seti-breakthrough-listen/train/0/0065bc7ba9b1a42.npy,3,0.0072464114
006624514ab053a,0,./input/seti-breakthrough-listen/train/0/006624514ab053a.npy,3,0.03755187
006e00dbaf6382b,0,./input/seti-breakthrough-listen/train/0/006e00dbaf6382b.npy,3,0.095003225
0072d14ef742c63,0,./input/seti-breakthrough-listen/train/0/0072d14ef742c63.npy,3,0.008488538
00776881dd80050,1,./input/seti-breakthrough-listen/train/0/00776881dd80050.npy,3,0.9997365
007c0af5dc9718e,0,./input/seti-breakthrough-listen/train/0/007c0af5dc9718e.npy,3,0.0046485444
007c970001c4819,0,./input/seti-breakthrough-listen/train/0/007c970001c4819.npy,3,0.045171577
00832ae23481641,0,./input/seti-breakthrough-listen/train/0/00832ae23481641.npy,3,0.0056248163
